Year,Region,Island,Sample_type,Species,N15,Treatment,Treatment_b,Distance_to_shore,Island_area_hectares
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.55,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.4,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.76,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.94,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.9,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.79,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,11.09,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.8,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.51,rats,rats,280,244
2015,Chagos,Eagle,Fish,Plectroglyphidodon lacrymatus,10.31,rats,rats,280,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-3.48,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-1.87,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.09,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.52,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.52,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.84,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-4.03,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.08,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-2.93,rats,rats,NA,244
2015,Chagos,Eagle,Leaves,Scaevola taccada,-1.85,rats,rats,NA,244
2015,Chagos,Eagle,Macroalgae,Halimeda,6.11,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,3.99,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,4.52,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,5.14,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,5.18,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,4.21,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,4.83,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,6.82,rats,rats,100,244
2015,Chagos,Eagle,Macroalgae,Halimeda,4.32,rats,rats,100,244
2015,Chagos,Eagle,Soil,Soil,2.43,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.62,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.64,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.62,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.5,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.94,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.84,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,3.37,rats,rats,NA,244
2015,Chagos,Eagle,Soil,Soil,2.03,rats,rats,NA,244
2015,Chagos,Eagle,Turf,Turf,5.34,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.29,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.69,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.45,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.6,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.58,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.43,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.43,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.79,rats,rats,280,244
2015,Chagos,Eagle,Turf,Turf,5.36,rats,rats,280,244
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.23,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.81,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.52,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.17,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.48,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.25,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.46,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.34,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.56,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Fish,Plectroglyphidodon lacrymatus,11.12,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.72,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,11.63,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.52,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.61,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,12.21,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.69,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.72,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,12.02,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,10.95,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Leaves,Scaevola taccada,12.5,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.91,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.07,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,4.74,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.25,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,4.74,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.1,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.95,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.65,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.74,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Macroalgae,Halimeda,5.51,never_rats,never_rats,100,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,13.47,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,11.07,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,15.16,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,11.98,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,13.25,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,10.83,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,12.54,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,14.18,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,11.55,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Soil,Soil,12.79,never_rats,never_rats,NA,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.31,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.77,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.81,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.54,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.14,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,6.05,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.07,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,3.19,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,5.75,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Coquillage,Turf,Turf,4.66,never_rats,never_rats,175,28
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.43,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,11.02,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.7,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.3,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.78,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.73,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.19,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,11.06,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.38,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Fish,Plectroglyphidodon lacrymatus,10.66,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-2.87,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-0.13,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,6.46,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-0.93,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-1.35,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-0.02,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-1.91,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,6.15,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,6.31,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Leaves,Scaevola taccada,-0.25,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.53,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.64,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.09,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.78,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.7,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.94,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.89,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.54,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,3.73,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Macroalgae,Halimeda,4.32,rats,rats,100,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,4.7,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,2.45,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,4.27,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,5.71,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,1.39,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,3.03,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,3.17,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,0.96,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,2.31,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Soil,Soil,3.3,rats,rats,NA,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.38,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.26,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.24,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,4.79,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.43,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,4.89,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.65,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.49,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.06,rats,rats,300,20
2015,Chagos,Grande_Ile_Mapou,Turf,Turf,5.38,rats,rats,300,20
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,0.05,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,2.28,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,1.61,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,2.34,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,1.08,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,1.5,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,3,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,3.83,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,1.66,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Leaves,Scaevola taccada,3.28,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,6.4,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,6.27,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,8.51,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,9.86,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,9.53,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,8.67,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,4.49,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,4.61,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,9.6,derat,derat,NA,2
2018,Chagos,Ile Jacobin,Soil,Soil,7.69,derat,derat,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,5.41,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,6.08,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,6,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,5.06,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.42,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.15,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.44,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.98,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.63,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Leaves,Scaevola taccada,4.83,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,9.96,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,8.02,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,10.28,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,6.94,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,6.92,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,6.61,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,5.79,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,7.71,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,9.19,rats,rats,NA,2
2018,Chagos,Ile Sepulture,Soil,Soil,7.27,rats,rats,NA,2
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,11.13,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.99,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.59,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,11.1,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.98,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.89,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.68,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,11.05,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.93,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Fish,Plectroglyphidodon lacrymatus,10.88,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,6.81,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,4.64,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,6.37,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,7.31,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,4.62,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,4.29,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,5.85,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,6.06,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,6.93,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Leaves,Scaevola taccada,6.26,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.4,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.73,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.91,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.75,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.43,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.78,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.78,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.75,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.28,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Macroalgae,Halimeda,4.34,never_rats,never_rats,100,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,4.71,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,10.33,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,10.74,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,6.53,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,11.31,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,7.05,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,6.74,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,8.87,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,7.98,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Soil,Soil,5.4,never_rats,never_rats,NA,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.49,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.17,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.88,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.15,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.44,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.39,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,3.83,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,3.85,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,4.98,never_rats,never_rats,215,26
2015,Chagos,Ile_de_la_Passe,Turf,Turf,3.92,never_rats,never_rats,215,26
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.89,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.29,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,9.95,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.71,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.55,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.39,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.44,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.4,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,11.39,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Fish,Plectroglyphidodon lacrymatus,10.84,rats,rats,130,40
2015,Chagos,Ile_Fouquet,Leaves,Scaevola taccada,5.29,rats,rats,NA,40
2015,Chagos,Ile_Fouquet,Leaves,Scaevola taccada,12.8,rats,rats,NA,40
